Date;Heures;Consommation;Prevision J-1;Prevision J;Fioul;Charbon;Gaz;Nucleaire;Eolien;Solaire;Hydraulique;Pompage;Enr thermique;Ech. physiques
01/01/2013;00:00;61194;60300;60200;482;0;3543;51412;4390;0;7333;-3;717;-6680
01/01/2013;01:00;57877;57500;56700;472;-32;3231;50070;4045;0;7136;-932;761;-6876
01/01/2013;02:00;57243;57600;57200;472;-31;3230;50247;3906;0;6385;-979;768;-6755
01/01/2013;03:00;54376;54900;53400;472;-30;3224;48668;3653;0;5705;-1542;766;-6541
01/01/2013;04:00;50796;51800;49900;471;-31;3226;46219;3577;0;5624;-2781;739;-6248
01/01/2013;05:00;49040;49900;48100;471;-30;3221;44438;3504;0;5559;-3132;739;-5730
01/01/2013;06:00;48633;49300;47900;467;-29;3212;43968;3356;0;5614;-3122;739;-5570
01/01/2013;07:00;48738;49000;47900;465;-32;3215;43835;3358;0;5538;-3111;730;-5260
01/01/2013;08:00;48781;49300;48100;468;-32;3242;43449;3323;0;5651;-3134;729;-4916
01/01/2013;09:00;48313;48800;47400;472;-33;3247;43994;3033;4;5746;-3132;719;-5740
01/01/2013;10:00;50170;50700;49300;472;-34;3255;46131;2855;141;6441;-2377;720;-7435
01/01/2013;11:00;52015;53200;52200;472;-32;3253;48085;2560;342;6534;-1529;717;-8388
01/01/2013;12:00;54067;55200;54700;472;-30;3239;49096;2342;532;6633;-630;716;-8304
01/01/2013;13:00;56972;58100;57400;472;-30;3252;49689;2436;611;7909;-630;709;-7448
01/01/2013;14:00;54210;55000;54000;472;-31;3226;49937;2177;571;6236;-772;715;-8321
01/01/2013;15:00;52313;52600;52100;473;-30;3221;50612;1915;441;6058;-1590;723;-9511
01/01/2013;16:00;51555;51700;51200;472;-32;3221;51639;1606;244;5925;-2390;725;-9857
01/01/2013;17:00;52700;53000;52300;473;-34;3235;52325;1338;31;6264;-1747;721;-9906
01/01/2013;18:00;58621;58600;57700;471;-48;3253;53078;1419;0;8997;-10;707;-9247
01/01/2013;19:00;61058;61000;59800;467;-46;3264;53985;1639;0;10187;-11;707;-9134
01/01/2013;20:00;61610;61400;60400;465;-59;3263;53931;1856;0;9893;-10;723;-8453
01/01/2013;21:00;59977;60300;59200;471;-61;3272;54029;1808;0;8167;-10;719;-8417
01/01/2013;22:00;57722;57900;57200;471;-57;3271;53982;1872;0;6922;-422;723;-9040
01/01/2013;23:00;61449;61600;61000;472;-69;3269;54529;1839;0;8222;-269;719;-7264
02/01/2013;00:00;60074;58900;59500;470;-70;3276;53851;1832;0;6906;-500;729;-6422
02/01/2013;01:00;55985;55300;55300;471;-70;3288;53038;1668;0;6642;-2307;727;-7472
02/01/2013;02:00;55736;55900;55900;471;-78;3284;52741;1741;0;6303;-2447;722;-7002
02/01/2013;03:00;53626;53300;53000;471;-83;3272;51762;1759;0;6024;-2780;722;-7521
02/01/2013;04:00;51940;50900;51300;470;-85;3240;51511;1585;0;6083;-3143;721;-8443
02/01/2013;05:00;52467;52200;52400;465;-83;3268;52282;1462;0;6222;-3044;720;-8825
02/01/2013;06:00;55817;55200;55700;466;62;3283;54285;1421;0;6341;-2213;713;-8541
02/01/2013;07:00;60786;59800;60800;468;309;3270;56546;1298;0;7158;-715;704;-8253
02/01/2013;08:00;65500;65100;65600;471;552;3259;57195;1296;0;9010;-28;703;-6959
02/01/2013;09:00;67682;67900;67400;471;988;3294;57036;1214;45;10789;-27;701;-6831
02/01/2013;10:00;69360;70100;69000;471;1232;3267;57164;1040;385;10799;-27;704;-5677
02/01/2013;11:00;69823;70800;69700;472;1419;3222;57184;998;805;10210;-53;704;-5141
02/01/2013;12:00;70726;72700;71100;471;1332;3285;57226;916;1125;10461;-53;702;-4742
02/01/2013;13:00;71065;73100;71600;471;1333;3267;57194;972;1296;11189;-5;699;-5354
02/01/2013;14:00;68981;71100;68800;471;1378;3239;57235;999;1205;9029;-7;713;-5284
02/01/2013;15:00;66745;69100;66700;485;1406;3214;56692;1048;941;7810;-6;708;-5554
02/01/2013;16:00;65314;67900;65700;479;1610;3228;56469;1086;488;7265;-7;714;-6020
02/01/2013;17:00;66221;68300;66800;479;1663;3315;57343;1216;74;8846;-7;708;-7419
02/01/2013;18:00;71924;73300;72600;474;2029;3341;57603;1365;0;13467;-5;713;-7065
02/01/2013;19:00;74504;74500;74500;473;1902;3512;57582;1618;0;13532;-5;707;-4819
02/01/2013;20:00;72250;72100;72300;480;1423;3516;57433;1759;0;11691;-4;702;-4751
02/01/2013;21:00;68012;68600;68700;483;1246;3523;56500;1842;0;9006;-6;701;-5286
02/01/2013;22:00;64478;65700;65600;485;932;3508;55948;2048;0;7453;-212;698;-6383
02/01/2013;23:00;67437;68200;68800;484;1045;3533;56533;2002;0;8863;-56;715;-5685
03/01/2013;00:00;66174;66000;65300;484;1012;3519;55508;2023;0;8675;-65;728;-5710
03/01/2013;01:00;61350;62200;60800;484;909;3258;54688;2143;0;6766;-1554;729;-6074
03/01/2013;02:00;60507;62300;60400;484;713;3267;54897;2034;0;6503;-2138;727;-5983
03/01/2013;03:00;58199;59300;57300;483;755;3284;54201;1939;0;6129;-2964;735;-6365
03/01/2013;04:00;55804;56600;55200;484;764;3285;52122;2045;0;6094;-2992;730;-6729
03/01/2013;05:00;55932;57000;55300;483;819;3292;51983;2004;0;6107;-2654;728;-6833
03/01/2013;06:00;59021;59900;58700;483;1021;3296;54539;1937;0;6132;-2624;720;-6484
03/01/2013;07:00;64130;64500;64000;482;1442;3460;55965;1960;0;7274;-1450;722;-5727
03/01/2013;08:00;68769;69900;68500;483;1828;3469;56320;1977;0;9049;-26;717;-5049
03/01/2013;09:00;70261;71800;69800;484;2062;3500;56187;1737;61;10453;-5;711;-4932
03/01/2013;10:00;71499;73600;70600;482;2393;3499;56255;1634;347;11458;-5;719;-5285
03/01/2013;11:00;71873;74400;71200;481;2609;3558;55941;1562;672;11030;-33;718;-4667
03/01/2013;12:00;72740;75400;72900;480;2707;3571;55718;1528;896;11863;-57;741;-4709
03/01/2013;13:00;72579;75200;73100;481;2673;3503;55608;1441;993;12625;-8;748;-5488
03/01/2013;14:00;70738;72500;70500;479;2654;3497;55595;1349;943;11241;-4;754;-5773
03/01/2013;15:00;68765;69900;67900;480;2634;3481;55415;1248;756;9570;-5;753;-5569
03/01/2013;16:00;67282;68400;66400;479;2533;3517;55365;1212;394;8677;-5;753;-5646
03/01/2013;17:00;67834;69200;67500;480;2651;3531;55640;1273;59;9123;-6;750;-5670
03/01/2013;18:00;72429;73300;72000;481;2923;3571;55926;1425;0;12016;-4;736;-4649
03/01/2013;19:00;74649;74500;73500;482;3029;3613;55991;1413;0;13069;-4;744;-3690
03/01/2013;20:00;71765;72000;71000;482;2934;3571;55805;1394;0;11553;-5;750;-4720
03/01/2013;21:00;67414;68600;67700;482;2779;3586;55723;1327;0;8698;-5;755;-5934
03/01/2013;22:00;63613;65000;64100;481;2152;3552;54831;1261;0;7273;-859;755;-5834
03/01/2013;23:00;66334;68100;67200;479;2056;3515;55712;1234;0;8519;-15;757;-5926
04/01/2013;00:00;64948;65100;64100;480;2026;3534;55343;1260;0;7531;-373;761;-5615
04/01/2013;01:00;60196;59600;60000;480;1545;3315;54841;1205;0;6896;-2853;759;-5993
04/01/2013;02:00;59062;59800;59000;480;959;3302;54903;1104;0;6354;-2801;767;-6008
04/01/2013;03:00;56809;56700;56000;479;865;3282;53793;1067;0;5846;-3134;771;-6161
04/01/2013;04:00;54476;54500;53900;480;899;3326;51297;998;0;5978;-3142;775;-6136
04/01/2013;05:00;54507;54400;54200;480;906;3326;51225;1052;0;5882;-3125;772;-6013
04/01/2013;06:00;57502;57000;57200;478;1089;3336;53880;1118;0;6476;-2740;755;-6891
04/01/2013;07:00;62345;61500;62200;484;1388;3290;55362;1137;0;6988;-1160;749;-5894
04/01/2013;08:00;67186;66400;66800;483;1527;3344;56367;1213;0;9011;-23;742;-5481
04/01/2013;09:00;68785;68500;68100;482;1757;3304;56731;1149;27;10067;-4;738;-5467
04/01/2013;10:00;70304;69900;69400;473;2075;3292;56773;1040;178;10942;-4;732;-5198
04/01/2013;11:00;70618;70300;70100;477;2065;3241;57106;985;412;10717;-4;739;-5124
04/01/2013;12:00;71688;70700;71700;473;2065;3280;57262;981;626;11536;-59;756;-5233
04/01/2013;13:00;71860;70900;72100;474;1942;3419;57340;980;726;11797;-60;746;-5506
04/01/2013;14:00;69654;68500;69200;474;1960;3280;57219;950;676;10160;-203;745;-5609
04/01/2013;15:00;67739;65900;67000;474;1723;3317;57093;916;522;8660;-325;745;-5388
04/01/2013;16:00;66019;63700;64600;475;1625;3313;57018;917;270;8208;-870;750;-5690
04/01/2013;17:00;66271;63800;64700;474;1594;3332;56874;865;33;8464;-325;759;-5802
04/01/2013;18:00;70700;69300;70400;473;2043;3330;57316;938;0;11032;-5;770;-5200
04/01/2013;19:00;72462;71200;72500;474;1999;3368;57369;927;0;12358;-4;772;-4801
04/01/2013;20:00;69629;68500;69500;473;1796;3356;57220;960;0;9771;-5;781;-4724
04/01/2013;21:00;65632;65100;65800;473;1129;3323;56619;937;0;7817;-268;771;-5172
04/01/2013;22:00;62355;62100;62400;473;1109;3294;55912;1002;0;6969;-1893;780;-5293
04/01/2013;23:00;65201;65800;65800;473;598;3303;56324;958;0;8435;-333;782;-5340
05/01/2013;00:00;64139;63500;63100;474;547;3310;55974;969;0;7723;-891;790;-4758
05/01/2013;01:00;59131;59100;58700;474;427;3293;55433;1025;0;6017;-2653;788;-5676
05/01/2013;02:00;57827;59100;57800;474;-58;3301;55278;1030;0;5746;-3015;792;-5721
05/01/2013;03:00;55130;55500;54400;475;-75;3211;53452;1018;0;5699;-2961;790;-6480
05/01/2013;04:00;52410;52800;51900;474;-59;3177;51872;967;0;5662;-3158;792;-7316
05/01/2013;05:00;51221;51500;50600;474;-64;3202;50476;949;0;5672;-3131;791;-7146
05/01/2013;06:00;52422;52500;52100;473;-60;3170;51098;962;0;5670;-3097;775;-6569
05/01/2013;07:00;54496;55100;54500;473;-57;3144;53427;960;0;5773;-2857;769;-7137
05/01/2013;08:00;57010;57400;56800;473;-59;3133;55377;1001;0;6058;-2165;763;-7572
05/01/2013;09:00;58812;59400;58500;474;-61;3136;55449;1063;38;6685;-1182;761;-7553
05/01/2013;10:00;61355;61400;60800;473;-61;3159;55981;1036;245;7268;-330;758;-7176
05/01/2013;11:00;62622;62100;62300;476;-60;3189;55980;939;493;8108;-139;763;-7128
05/01/2013;12:00;63937;63600;64600;474;-58;3160;56247;904;658;9657;-28;760;-7838
05/01/2013;13:00;65839;65600;66300;474;-55;3185;56294;894;700;11168;-60;770;-7533
05/01/2013;14:00;63074;61800;62500;474;-55;3164;56029;853;689;9418;-63;768;-8203
05/01/2013;15:00;61211;59700;60400;473;-54;3204;55772;827;531;8042;-9;776;-8352
05/01/2013;16:00;59740;58000;58400;473;-50;3225;55833;800;276;7965;-518;789;-9053
05/01/2013;17:00;59991;59200;59500;472;-56;3223;55778;743;46;8458;-265;785;-9195
05/01/2013;18:00;65099;64200;64300;474;-58;3248;56590;760;0;13337;-10;779;-10023
05/01/2013;19:00;67367;67000;67000;473;-59;3278;56745;778;0;14243;-10;781;-8864
05/01/2013;20:00;65541;65400;65400;474;-60;3238;56658;880;0;12110;-11;773;-8521
05/01/2013;21:00;62312;62700;62700;474;-56;3209;55645;964;0;7795;-197;783;-6305
05/01/2013;22:00;59609;60300;60300;474;-50;3240;55279;927;0;6627;-614;782;-7055
05/01/2013;23:00;63572;64200;64200;474;-48;3230;55553;897;0;8604;-4;788;-5922
06/01/2013;00:00;62806;62400;62100;473;-46;3235;55003;906;0;6919;-211;782;-4255
06/01/2013;01:00;58185;58100;58100;473;-46;3241;53984;857;0;5785;-1489;787;-5408
06/01/2013;02:00;57168;57900;57000;474;-52;3236;53374;825;0;5558;-1662;790;-5374
06/01/2013;03:00;54487;53800;53800;473;-52;3159;52465;780;0;5329;-2433;789;-6024
06/01/2013;04:00;51736;50600;51300;473;-53;3179;51271;820;0;5326;-3145;786;-6921
06/01/2013;05:00;50431;49000;49900;472;-51;3186;50446;772;0;5603;-3070;781;-7708
06/01/2013;06:00;50769;50300;50300;472;-51;3189;50970;752;0;5580;-2542;777;-8378
06/01/2013;07:00;51947;51400;51700;474;-51;3182;51902;728;0;5605;-2716;773;-7952
06/01/2013;08:00;53431;53000;53200;474;-50;3185;53133;730;0;5666;-3081;765;-7391
06/01/2013;09:00;54912;54400;54500;474;-50;3203;54112;702;49;5838;-3063;764;-7118
06/01/2013;10:00;57816;56500;57500;474;-52;3217;54738;671;263;6004;-1184;767;-7083
06/01/2013;11:00;60032;58400;59400;474;-41;3245;54382;619;517;6715;-20;769;-6628
06/01/2013;12:00;62176;60800;62900;474;-52;3266;54903;585;677;7368;-28;779;-5798
06/01/2013;13:00;64379;62300;65000;473;-51;3208;55155;552;743;9216;-39;776;-5657
06/01/2013;14:00;60711;57800;60100;474;-50;3177;54756;591;699;6306;-66;784;-5960
06/01/2013;15:00;58139;55200;57300;474;-56;3166;54866;536;533;6163;-887;762;-7420
06/01/2013;16:00;56792;53800;55500;474;-50;3206;54800;523;270;6124;-1377;774;-7952
06/01/2013;17:00;57467;55100;56500;474;-78;3213;55053;496;41;6293;-857;769;-7940
06/01/2013;18:00;62649;61600;62600;473;-88;3204;55948;529;0;8250;-20;762;-6411
06/01/2013;19:00;66237;65500;66200;473;-93;3187;56009;553;0;10682;-14;772;-5332
06/01/2013;20:00;65875;65200;65600;473;-102;3191;55977;504;0;10290;-12;782;-5228
06/01/2013;21:00;63244;63200;63500;479;-104;3236;55689;512;0;7777;-14;777;-5107
06/01/2013;22:00;60381;60200;60300;478;-103;3221;55349;538;0;6325;-415;750;-5764
06/01/2013;23:00;63306;63500;63500;477;-115;3202;54906;518;0;8428;-14;749;-4846
07/01/2013;00:00;62302;61500;61300;477;-122;3137;54957;527;0;7203;-14;746;-4607
07/01/2013;01:00;58157;58100;57500;478;-129;3191;54679;552;0;6086;-1528;745;-5917
07/01/2013;02:00;57650;58600;57900;478;-128;3296;54983;539;0;6018;-1924;745;-6357
07/01/2013;03:00;55611;55900;54900;478;164;3407;54908;549;0;5502;-2815;747;-7331
07/01/2013;04:00;53462;53700;52700;478;484;3405;55327;621;0;5345;-3093;750;-9857
07/01/2013;05:00;54014;54300;53900;485;886;3435;54944;642;0;5477;-3095;754;-9515
07/01/2013;06:00;58324;59000;58200;486;1735;3500;55946;662;0;5773;-2530;747;-7997
07/01/2013;07:00;66328;66700;66400;482;2722;3934;57044;631;0;8436;-562;740;-7100
07/01/2013;08:00;72113;73300;72000;479;3528;4261;57395;657;0;10531;-6;733;-5468
07/01/2013;09:00;72529;73500;72100;488;3804;4802;57583;658;48;10120;-5;726;-5699
07/01/2013;10:00;73114;74300;72400;481;4014;5024;57584;628;269;10224;-5;722;-5830
07/01/2013;11:00;73442;74500;72900;478;4154;5130;56673;583;539;11090;-6;741;-5941
07/01/2013;12:00;74401;75200;73900;482;4327;5212;56656;508;738;11144;-4;734;-5397
07/01/2013;13:00;74372;74900;74700;481;4308;5135;56683;466;829;11309;-4;749;-5585
07/01/2013;14:00;73262;72700;72700;480;4426;5209;56677;409;759;10909;-4;735;-6340
07/01/2013;15:00;71367;70200;70800;480;4396;5110;56684;344;564;9732;-41;736;-6641
07/01/2013;16:00;70093;68500;69000;490;4595;5139;56666;323;284;9402;-56;739;-7492
07/01/2013;17:00;70890;69600;69900;485;4790;5280;56680;311;44;10235;-9;743;-7670
07/01/2013;18:00;75766;75400;75600;486;4933;5181;56693;312;0;14144;-4;741;-6722
07/01/2013;19:00;78804;78900;78900;482;5036;5254;56720;304;0;14696;-4;730;-4416
07/01/2013;20:00;75351;75600;75600;479;5055;4939;56699;300;0;12843;-4;735;-5696
07/01/2013;21:00;70567;71100;71100;488;4911;4562;56723;283;0;8845;-5;761;-6002
07/01/2013;22:00;66598;67000;67000;487;4468;3985;55718;288;0;7330;-5;766;-6440
07/01/2013;23:00;68978;69900;69900;493;4522;3928;56346;298;0;9142;-83;772;-6443
08/01/2013;00:00;67639;67600;66700;484;4177;3759;56148;311;0;8026;-84;761;-5945
08/01/2013;01:00;62950;62900;62300;478;3242;3103;56235;316;0;6449;-1237;772;-6408
08/01/2013;02:00;62289;63100;62600;478;3408;3107;56375;310;0;6181;-2476;772;-5869
08/01/2013;03:00;60127;60000;59600;481;3391;3107;56040;298;0;5829;-2933;769;-6856
08/01/2013;04:00;58216;57300;57700;477;3040;3127;55570;324;0;5577;-3135;751;-7516
08/01/2013;05:00;58678;58000;58700;484;3143;3125;55600;335;0;5993;-3088;763;-7679
08/01/2013;06:00;62689;62100;62700;488;3349;3425;56174;363;0;6426;-2187;757;-6107
08/01/2013;07:00;70858;70200;70600;482;4455;4624;56948;379;0;8789;-187;751;-5384
08/01/2013;08:00;76228;76600;76200;485;5087;4788;57319;384;0;12566;-4;752;-5150
08/01/2013;09:00;76441;76300;75700;482;5174;5351;57397;402;38;12118;-4;742;-5263
08/01/2013;10:00;76675;76100;76100;480;5358;5768;57366;407;231;11901;-4;729;-5564
08/01/2013;11:00;76971;76100;76900;481;5401;5796;57335;395;456;12156;-4;736;-5782
08/01/2013;12:00;78041;76500;77800;480;5473;5802;57331;403;617;12858;-4;734;-5655
08/01/2013;13:00;77797;76100;78300;481;5400;5862;57348;430;713;12405;-4;744;-5584
08/01/2013;14:00;76226;73900;75700;480;5393;5789;57485;440;686;11624;-31;742;-6384
08/01/2013;15:00;74303;71700;73600;481;5163;5725;57469;447;535;10591;-4;731;-6838
08/01/2013;16:00;73367;70600;72000;489;5218;5814;57498;460;281;10757;-32;744;-7865
08/01/2013;17:00;73817;71800;72700;482;5130;6033;57530;464;42;11287;-58;740;-7835
08/01/2013;18:00;78647;77300;77800;476;4835;5990;57535;483;0;15125;-58;714;-6457
08/01/2013;19:00;81372;80200;80200;805;4599;6037;57781;549;0;15836;-4;731;-4962
08/01/2013;20:00;77920;77300;77300;818;4565;5305;58022;549;0;12892;-5;747;-4975
08/01/2013;21:00;73255;72900;72900;478;4367;4824;58516;554;0;10318;-4;755;-6555
08/01/2013;22:00;69042;68700;68700;478;4065;3644;58103;546;0;8064;-5;761;-6616
08/01/2013;23:00;71385;71500;71500;477;4251;3307;58391;539;0;9983;-4;765;-6325
09/01/2013;00:00;69614;69200;68700;479;3888;3105;58348;553;0;8321;-84;758;-5755
09/01/2013;01:00;65319;64700;64300;474;3192;3098;57833;518;0;6613;-966;768;-6212
09/01/2013;02:00;64513;65100;64600;472;3125;3101;57897;539;0;6317;-1822;768;-5886
09/01/2013;03:00;62103;61900;61600;473;2936;3079;57764;507;0;5966;-2638;765;-6751
09/01/2013;04:00;60271;59100;59700;472;2945;3089;57575;550;0;5450;-3121;766;-7458
09/01/2013;05:00;60529;59700;60300;473;3000;3129;57772;582;0;5684;-2984;766;-7894
09/01/2013;06:00;64360;63000;64000;474;3268;3280;58081;615;0;6592;-2600;755;-6106
09/01/2013;07:00;71730;69700;71500;480;3535;3844;58629;599;0;8784;-115;762;-4791
09/01/2013;08:00;77105;75200;76700;477;3729;4554;58710;571;0;13199;-4;751;-4885
09/01/2013;09:00;78430;76500;77800;477;3762;5215;58665;556;41;13683;-4;752;-4719
09/01/2013;10:00;78606;76700;78000;477;3956;5207;58661;533;241;13797;-4;741;-5006
09/01/2013;11:00;78661;77000;78000;482;3920;5193;58654;502;470;13004;-5;742;-4303
09/01/2013;12:00;79806;77700;79400;479;3806;5250;58661;445;633;14020;-4;743;-4229
09/01/2013;13:00;79311;77800;79800;504;3729;5372;58656;396;712;13637;-4;754;-4446
09/01/2013;14:00;77990;76200;77800;476;3638;5271;58625;356;625;12867;-3;744;-4610
09/01/2013;15:00;76135;74200;75900;478;3375;5269;58625;314;449;12011;-4;737;-5121
09/01/2013;16:00;74869;72700;74300;476;3337;5195;58610;282;233;11985;-4;738;-5984
09/01/2013;17:00;75422;73300;74800;478;3451;5205;58621;271;36;12271;-4;747;-5655
09/01/2013;18:00;79562;77600;78900;488;3590;5208;58621;282;0;15104;-4;764;-4493
09/01/2013;19:00;82005;80600;81800;515;3511;5419;58647;348;0;15497;-4;751;-2682
09/01/2013;20:00;78703;77200;78300;481;3531;5300;58649;406;0;13142;-4;766;-3570
09/01/2013;21:00;74061;72800;73700;480;3338;4228;58659;444;0;11574;-5;773;-5432
09/01/2013;22:00;69666;68700;69500;479;2827;3366;58646;488;0;9323;-5;767;-6227
09/01/2013;23:00;71925;71100;71700;475;3165;3154;58674;472;0;11622;-5;769;-6404
10/01/2013;00:00;70362;68900;69400;476;2898;3147;58494;501;0;9480;-6;772;-5402
10/01/2013;01:00;65928;65000;65200;473;2853;3154;58297;540;0;7477;-1379;773;-6260
10/01/2013;02:00;64884;65400;65100;472;2899;3165;58326;594;0;7148;-2199;773;-6296
10/01/2013;03:00;62724;62800;61900;472;2906;3154;58094;584;0;6045;-3126;769;-6175
10/01/2013;04:00;60319;60600;59800;472;2389;3140;57220;636;0;5862;-3155;777;-7024
10/01/2013;05:00;60320;60600;60700;473;2399;3220;57390;718;0;5888;-3141;773;-7401
10/01/2013;06:00;64145;64200;64100;472;3362;3152;58308;765;0;6850;-3102;765;-6427
10/01/2013;07:00;71733;71600;71500;475;3410;3958;58383;808;0;7896;-48;753;-3902
10/01/2013;08:00;77238;77500;76900;474;3235;4515;58556;891;0;12268;-4;745;-3442
10/01/2013;09:00;77095;76700;76400;484;3140;5097;58584;983;39;12964;-4;745;-4939
10/01/2013;10:00;77081;76700;76500;477;3623;5281;58530;982;230;12081;-5;724;-4844
10/01/2013;11:00;77042;76100;76200;479;3867;5287;58337;1043;442;11646;-13;716;-4764
10/01/2013;12:00;77676;77100;77500;485;3859;5280;58289;1116;614;11827;-5;722;-4514
10/01/2013;13:00;77047;77100;77500;477;3870;5214;58384;1116;688;10483;-4;729;-3913
10/01/2013;14:00;75370;75200;75200;478;3685;5164;58349;1222;606;9809;-5;710;-4651
10/01/2013;15:00;73653;73400;73100;481;3564;5163;58314;1321;476;8959;-6;705;-5327
10/01/2013;16:00;72270;72700;71900;475;3828;5162;57795;1355;268;8343;-7;725;-5678
10/01/2013;17:00;72558;73100;72200;476;3732;4743;58137;1470;48;9490;-5;738;-6273
10/01/2013;18:00;76749;77700;76700;475;3800;4867;58419;1712;0;11749;-4;755;-5025
10/01/2013;19:00;79661;80100;79000;476;3839;4884;58502;1768;0;13417;-40;763;-3950
10/01/2013;20:00;76358;76600;75600;496;3479;4846;58544;1776;0;11136;-49;771;-4642
10/01/2013;21:00;71710;71900;71100;475;3222;4159;58400;1893;0;9074;-7;770;-6277
10/01/2013;22:00;67579;67600;66900;474;3031;3386;57444;2040;0;7536;-963;771;-6142
10/01/2013;23:00;70025;70000;69400;475;2966;3160;58094;2071;0;8452;-7;792;-5980
11/01/2013;00:00;68515;66500;67500;475;2724;3152;57714;2123;0;7838;-750;789;-5552
11/01/2013;01:00;63936;62100;63100;472;2506;3143;56789;2107;0;6478;-2651;789;-5697
11/01/2013;02:00;63251;62500;63400;473;2343;3113;56978;2240;0;6234;-2979;794;-5944
11/01/2013;03:00;60932;59600;59900;472;2163;3203;56860;2271;0;5524;-3135;783;-7209
11/01/2013;04:00;58991;57400;58200;472;1997;3266;56827;2322;0;5224;-3124;796;-8789
11/01/2013;05:00;59259;57800;58700;471;2241;3303;56936;2317;0;5376;-3109;796;-9074
11/01/2013;06:00;63329;61900;62900;471;3028;3499;58358;2216;0;5994;-3089;786;-7936
11/01/2013;07:00;70956;69800;70600;476;3253;4061;58486;2156;0;8113;-85;782;-6287
11/01/2013;08:00;76985;75200;76600;476;3743;4901;58910;1994;0;11890;-45;774;-5657
11/01/2013;09:00;76771;74900;76900;478;3910;4905;58946;1767;51;12049;-4;772;-6106
11/01/2013;10:00;76433;75400;75800;478;3758;5053;58959;1515;439;11343;-5;774;-5884
11/01/2013;11:00;75502;75400;74300;483;3716;5163;58970;1278;886;10528;-5;778;-6298
11/01/2013;12:00;75203;76100;74200;477;3391;5202;58596;1113;1245;9845;-5;772;-5436
11/01/2013;13:00;74437;76000;74400;477;3436;5245;58593;1050;1385;9614;-7;778;-6136
11/01/2013;14:00;72358;73300;71400;477;3543;5054;58603;1072;1245;8966;-711;776;-6670
11/01/2013;15:00;70074;71200;69200;477;3542;4972;58483;996;990;8064;-708;787;-7532
11/01/2013;16:00;68673;69600;68400;477;3433;4845;58373;890;572;8053;-709;781;-8045
11/01/2013;17:00;68744;70200;69500;475;3645;4976;58631;773;129;8533;-85;790;-9125
11/01/2013;18:00;74496;75400;75000;474;4139;5157;58952;825;0;11912;-4;790;-7753
11/01/2013;19:00;77279;78000;77800;474;4120;4952;58987;856;0;13268;-4;792;-6167
11/01/2013;20:00;74526;74800;74700;473;3943;4912;58982;909;0;10437;-40;799;-5891
11/01/2013;21:00;70726;70800;70700;475;3600;4402;58541;955;0;8932;-4;806;-6983
11/01/2013;22:00;67632;67600;67600;475;3556;3401;58368;991;0;8262;-820;816;-7417
11/01/2013;23:00;71011;70900;70900;476;3197;3150;58629;1026;0;10491;-5;818;-6770
12/01/2013;00:00;69860;68800;68800;475;2966;3131;58414;1135;0;9286;-5;820;-6364
12/01/2013;01:00;64865;64700;64400;472;2931;3139;57768;1153;0;7339;-1162;816;-7592
12/01/2013;02:00;63922;65000;63900;472;2903;3123;57994;1128;0;6832;-2167;820;-7184
12/01/2013;03:00;61369;61700;60600;472;2218;3091;57876;1103;0;6266;-3131;812;-7340
12/01/2013;04:00;58685;58700;58100;473;1870;3142;57526;1119;0;5502;-3141;811;-8617
12/01/2013;05:00;58130;57900;57700;474;1714;3198;56681;1087;0;5836;-2016;806;-9652
12/01/2013;06:00;59504;59200;59200;473;2045;3167;56920;1132;0;5930;-2324;801;-8639
12/01/2013;07:00;61826;62100;61900;474;2275;3152;58155;1172;0;6311;-2927;796;-7584
12/01/2013;08:00;64592;65800;64400;468;2746;3161;57926;1208;0;7441;-1754;798;-7404
12/01/2013;09:00;67021;67900;66500;468;3320;3099;58240;1240;71;7971;-1435;783;-6741
12/01/2013;10:00;69490;70000;68700;469;3336;3143;58166;1375;333;8764;-532;793;-6359
12/01/2013;11:00;69305;69200;68300;469;3158;3116;58173;1306;690;9169;-326;796;-7249
12/01/2013;12:00;69826;70000;69700;470;3353;3073;57975;1180;833;9068;-327;797;-6599
12/01/2013;13:00;70932;71700;71100;470;3495;3130;58239;1001;850;8783;-325;799;-5511
12/01/2013;14:00;67695;68100;67100;468;3367;3069;57984;859;780;7268;-942;786;-5947
12/01/2013;15:00;65413;65400;64900;469;3220;3078;57671;789;548;6431;-942;796;-6649
12/01/2013;16:00;63876;63700;63300;470;3357;3091;58120;840;318;6293;-940;799;-8474
12/01/2013;17:00;64082;64100;63600;469;3558;3125;58415;913;71;7332;-936;808;-9676
12/01/2013;18:00;69157;70100;69600;469;3934;3149;58829;1064;1;10322;-5;812;-9422
12/01/2013;19:00;72086;73000;72400;469;3591;3138;58929;1072;0;11749;-5;810;-7669
12/01/2013;20:00;70403;70400;69900;469;2923;3125;58728;939;0;10641;-43;818;-7198
12/01/2013;21:00;67269;67500;67100;469;2904;3125;58553;848;0;8373;-326;815;-7493
12/01/2013;22:00;64849;65300;65000;468;2858;3108;57899;756;0;7397;-891;812;-7560
12/01/2013;23:00;68416;69000;68800;468;2860;3118;58268;664;0;9378;-7;815;-7149
13/01/2013;00:00;67925;67200;67200;469;2811;3124;58238;573;0;8537;-6;810;-6633
13/01/2013;01:00;63819;63300;63500;468;2556;3164;57647;489;0;7080;-1299;802;-7090
13/01/2013;02:00;62837;63500;63200;469;2574;3105;57652;433;0;6114;-1643;813;-6681
