Date;Heures;Consommation;Prevision J-1;Prevision J;Fioul;Charbon;Gaz;Nucleaire;Eolien;Solaire;Hydraulique;Pompage;Enr thermique;Ech. physiques
26/02/2013;13:00;84106;84200;84000;1559;5347;7637;52457;1725;1459;11527;-29;692;1728
26/02/2013;14:00;81862;81400;81300;1560;5036;7432;52444;1753;1405;10305;-29;707;1246
26/02/2013;15:00;79418;78300;78400;1557;5126;7508;52365;1700;1241;9576;-29;717;-347
26/02/2013;16:00;77728;76200;76600;1369;5248;7427;52197;1763;901;8968;-29;727;-846
26/02/2013;17:00;77064;75600;75800;1058;5551;7469;52265;1876;532;8804;-30;733;-1197
26/02/2013;18:00;78432;78300;78000;1056;6157;7628;52348;1970;117;10229;-31;727;-1772
26/02/2013;19:00;85425;86100;85300;876;6265;7888;52476;2088;0;13699;-13;731;1413
26/02/2013;20:00;84351;83900;83300;883;5920;7675;52548;2161;0;11868;-13;732;2576
26/02/2013;21:00;79881;79500;79100;885;5620;6710;52455;2060;0;10015;-45;730;1450
26/02/2013;22:00;76010;76100;75900;541;5480;6604;52163;2020;0;8692;-779;739;548
26/02/2013;23:00;78966;78900;78900;542;5686;6677;52302;1948;0;9290;-12;738;1793
27/02/2013;00:00;77528;76500;76500;538;5606;6262;52315;1867;0;8697;-29;737;1531
27/02/2013;01:00;73372;72600;72200;529;4995;5650;51578;1901;0;8046;-919;735;856
27/02/2013;02:00;74931;74900;74800;530;5043;4859;52170;1857;0;7324;-495;726;2915
27/02/2013;03:00;72511;71600;71200;548;5130;4721;52322;1762;0;6838;-1827;727;2287
27/02/2013;04:00;70038;69400;69100;556;5417;4581;52324;1628;0;6775;-3013;730;1038
27/02/2013;05:00;70040;69400;69900;557;5413;4576;52616;1614;0;6794;-3166;727;906
27/02/2013;06:00;73666;72700;72900;559;5644;5166;52889;1597;0;7545;-1800;721;1343
27/02/2013;07:00;78418;77800;77700;571;5301;6809;53056;1522;0;8967;-30;721;1499
27/02/2013;08:00;80461;80300;79700;568;5883;7134;53081;1499;36;10466;-29;733;1087
27/02/2013;09:00;83043;82400;81900;569;6043;7120;53061;1505;361;11580;-21;739;2080
27/02/2013;10:00;83702;82900;83200;572;6164;7187;53175;1464;790;13248;-68;716;450
27/02/2013;11:00;83689;82500;83000;566;5978;7170;53166;1357;1131;12950;-20;727;661
27/02/2013;12:00;84182;83000;83700;560;6073;7181;53161;1326;1387;13108;-21;733;670
27/02/2013;13:00;83300;82800;83500;553;6157;7163;53160;1376;1494;12601;-21;734;81
27/02/2013;14:00;81564;80200;81000;555;6071;7355;53442;1405;1477;11435;-21;733;-890
27/02/2013;15:00;79113;77700;78300;544;5797;7290;52643;1439;1288;10828;-29;725;-1416
27/02/2013;16:00;77197;75300;75800;540;5651;7323;52629;1442;991;9787;-29;739;-1878
27/02/2013;17:00;76628;74300;74600;547;5860;7496;52957;1490;542;10350;-29;743;-3330
27/02/2013;18:00;77767;76300;76600;547;5984;7550;53314;1521;117;10514;-28;746;-2502
27/02/2013;19:00;84238;83400;83600;548;6087;7639;53305;1579;0;13386;-12;752;952
27/02/2013;20:00;82583;81200;81400;546;5924;7761;53317;1597;0;12031;-12;745;671
27/02/2013;21:00;78107;77300;77600;545;5484;7470;53338;1626;0;9693;-14;748;-784
27/02/2013;22:00;74560;73900;74200;539;5377;7452;52763;1520;0;8292;-642;751;-1495
27/02/2013;23:00;77421;77100;77400;539;5439;7383;53187;1333;0;8291;-29;735;539
28/02/2013;00:00;76347;75000;75200;542;5692;5718;53370;1178;0;7950;-569;738;1725
28/02/2013;01:00;72074;70900;71200;529;5134;4232;52346;1122;0;7281;-894;736;1584
28/02/2013;02:00;73702;74000;73700;522;5260;4245;52989;1079;0;6944;-889;741;2809
28/02/2013;03:00;71096;70500;70000;522;4977;3820;53337;1029;0;6673;-1958;744;1950
28/02/2013;04:00;68698;67900;67900;523;5070;3470;53175;923;0;6100;-2746;751;1430
28/02/2013;05:00;68801;68000;68200;524;5634;3462;53546;850;0;6316;-2846;747;565
28/02/2013;06:00;72442;71500;71900;525;5848;4155;53693;804;0;7319;-1784;747;1133
28/02/2013;07:00;77741;77500;77300;538;5949;5629;53778;771;0;9006;-30;744;1355
28/02/2013;08:00;79998;79900;79700;539;6075;5995;53818;747;46;11028;-29;739;1036
28/02/2013;09:00;81806;80800;81200;536;6113;6187;53825;714;407;12010;-12;735;1287
28/02/2013;10:00;82206;81300;81800;535;5993;6240;53841;592;871;11587;-13;723;1834
28/02/2013;11:00;81850;80900;80900;545;5919;6288;53858;558;1260;11206;-23;721;1514
28/02/2013;12:00;81994;81600;81800;539;5371;6330;53813;473;1440;11406;-12;725;1906
28/02/2013;13:00;81243;80900;81900;537;5234;6180;53792;502;1531;11245;-12;727;1503
28/02/2013;14:00;79519;78100;79100;539;5350;6260;53788;542;1427;10471;-13;745;406
28/02/2013;15:00;76980;75300;76300;539;4747;6223;53714;581;1240;9892;-29;753;-682
28/02/2013;16:00;74968;73100;74000;540;4869;6271;53747;541;925;8605;-29;744;-1247
28/02/2013;17:00;74264;72100;73000;545;4778;6359;53805;581;472;8538;-36;748;-1528
28/02/2013;18:00;75468;74200;75200;541;5453;6549;53757;673;101;10163;-29;738;-2479
28/02/2013;19:00;82073;81500;82500;544;5351;6753;53680;741;0;14060;-12;753;200
28/02/2013;20:00;81066;79000;80000;539;5100;6554;53663;813;0;12426;-12;743;1238
28/02/2013;21:00;76539;75000;76000;533;4548;6200;52787;921;0;11360;-13;741;-541
28/02/2013;22:00;73244;72100;73000;538;4071;5646;52473;993;0;8941;-12;735;-142
28/02/2013;23:00;75787;75500;76400;533;4247;5445;52779;1062;0;10648;-61;746;385
01/03/2013;00:00;74755;74300;73900;533;3914;5056;52564;1061;0;9452;-12;748;1436
01/03/2013;01:00;70396;70500;69500;488;3974;5206;51764;1009;0;7826;-991;745;374
01/03/2013;02:00;71894;72000;71700;489;3987;5312;52742;1008;0;7595;-1289;746;1302
01/03/2013;03:00;69643;68600;69000;488;3706;5243;52634;1004;0;6777;-1694;748;735
01/03/2013;04:00;67281;66400;66400;489;3697;5075;52659;1057;0;6504;-3033;747;83
01/03/2013;05:00;67401;67300;67300;490;3746;4995;52653;1077;0;6500;-2790;747;-18
01/03/2013;06:00;70718;70400;70300;512;4045;5572;52751;1197;0;7236;-1263;735;-68
01/03/2013;07:00;76513;76400;76200;562;4239;6433;52969;1235;0;9508;-640;733;1471
01/03/2013;08:00;79533;79300;78800;686;4542;6867;52960;1198;16;11030;-5;741;1495
01/03/2013;09:00;82037;80600;81700;687;4753;6990;52956;1173;229;12847;-4;736;1667
01/03/2013;10:00;83005;81100;83200;2298;5290;7223;51632;1039;509;13329;-5;734;952
01/03/2013;11:00;82715;80500;82800;2455;5361;7191;51629;979;831;12307;-47;726;1278
01/03/2013;12:00;82971;80800;82700;2315;5378;7318;51616;1094;1055;12419;-4;717;1060
01/03/2013;13:00;82458;80600;83000;2345;5283;7161;51600;1121;1159;11300;-5;734;1758
01/03/2013;14:00;80395;77500;79900;2280;5050;7135;51586;1274;1191;9822;-4;734;1323
01/03/2013;15:00;77532;74400;76700;1921;4886;7077;51574;1595;1035;8648;-6;733;65
01/03/2013;16:00;75667;71900;73900;1550;5059;6936;51593;2013;808;8222;-550;741;-707
01/03/2013;17:00;74576;70800;72500;1181;4951;6899;51573;2115;456;8041;-544;748;-846
01/03/2013;18:00;75852;73100;74600;1276;5135;7015;51576;2182;108;7801;-6;750;10
01/03/2013;19:00;81663;80200;81500;1395;5225;6987;51568;2266;0;12172;-6;756;1298
01/03/2013;20:00;80452;78200;79400;1107;4934;7134;51588;2236;-1;10798;-4;753;1903
01/03/2013;21:00;76070;74400;75500;853;4758;6168;51592;2175;-1;9599;-4;761;167
01/03/2013;22:00;72766;71500;72500;707;4654;5566;51448;2007;0;7863;-4;761;-236
01/03/2013;23:00;75829;75100;76000;680;4990;5118;51488;1914;0;10246;-41;758;672
02/03/2013;00:00;74435;73800;73300;491;4728;5086;51203;1850;0;9227;-4;755;1096
02/03/2013;01:00;69948;69500;69100;489;4252;4236;50965;1741;0;7382;-852;761;971
02/03/2013;02:00;69347;70200;69200;491;3881;4137;51172;1721;0;6910;-851;769;1113
02/03/2013;03:00;66695;66300;65700;491;3756;4147;50050;1701;0;6141;-742;768;380
02/03/2013;04:00;64005;63400;63300;493;4002;4036;50713;1631;0;5124;-2737;764;-22
02/03/2013;05:00;63101;62600;62300;494;4042;4057;51005;1530;0;4347;-3022;764;-117
02/03/2013;06:00;64438;63900;64000;493;4323;4173;51194;1402;0;4855;-2885;757;125
02/03/2013;07:00;66460;66200;66200;495;4219;4580;51190;1330;0;5660;-2144;757;372
02/03/2013;08:00;67631;67400;67000;495;4229;4522;51345;1251;46;6839;-819;753;-1032
02/03/2013;09:00;70905;71000;70200;495;4694;4844;51543;1115;360;8481;-812;748;-566
02/03/2013;10:00;73214;72800;73100;495;4749;4939;51472;1054;798;9413;-13;755;-451
02/03/2013;11:00;73658;72300;73500;497;4746;4924;51540;979;1103;9656;-47;746;-488
02/03/2013;12:00;74305;72500;74700;495;4726;4935;51565;872;1291;10300;-12;751;-620
02/03/2013;13:00;75092;73500;75700;494;4591;4944;51441;766;1422;10380;-12;759;303
02/03/2013;14:00;71625;69000;71200;495;4387;4793;51431;722;1418;8968;-13;756;-1336
02/03/2013;15:00;68935;66000;68400;493;4712;4750;51442;684;1323;7335;-224;752;-2333
02/03/2013;16:00;66727;63100;65400;493;4692;4653;50115;675;1052;7225;-643;752;-2289
02/03/2013;17:00;65960;62000;64200;494;4768;4806;50205;667;608;7347;-224;755;-3469
02/03/2013;18:00;67876;64400;66100;495;4810;5640;50462;670;142;8571;-12;747;-3652
02/03/2013;19:00;74743;72800;74000;835;4922;6261;50468;700;0;12429;-13;747;-1608
02/03/2013;20:00;75067;72200;73100;796;4683;6133;50527;663;-1;12665;-12;746;-1135
02/03/2013;21:00;71530;69900;70700;791;4436;6120;50631;654;0;9965;-12;752;-1809
02/03/2013;22:00;69126;68000;68700;499;4559;6025;50454;597;0;8035;-14;752;-1782
02/03/2013;23:00;73347;72000;72600;491;4682;6046;51142;556;0;9231;-33;758;471
03/03/2013;00:00;72869;71400;72300;491;4736;5626;51539;552;0;8547;-69;754;691
03/03/2013;01:00;68837;67700;68100;490;4126;3643;51185;535;0;7693;-30;743;451
03/03/2013;02:00;68335;68200;68600;490;4073;3293;51070;567;0;7048;-31;749;1074
03/03/2013;03:00;65769;64600;65100;490;3568;3327;50576;597;0;6150;-781;751;1087
03/03/2013;04:00;62960;62000;62600;492;3488;3144;50194;628;0;5528;-1821;749;555
03/03/2013;05:00;61748;61000;61100;493;3662;3106;50113;701;0;4948;-2290;755;258
03/03/2013;06:00;62241;61500;61800;494;3967;3090;50300;770;0;4721;-2420;750;567
03/03/2013;07:00;63358;62100;63000;485;4275;3089;51320;866;0;4754;-2418;749;237
03/03/2013;08:00;63533;61500;63200;494;4094;3105;51084;908;83;4750;-3195;753;1454
03/03/2013;09:00;65982;64500;65600;493;4182;3438;51212;884;560;6039;-2083;750;505
03/03/2013;10:00;67808;66700;66600;493;4042;3835;51451;878;1173;7319;-1832;743;-296
03/03/2013;11:00;68030;67000;67100;494;3691;3774;51350;918;1717;7148;-1180;739;-625
03/03/2013;12:00;67661;68500;67300;493;3795;3777;51286;904;2140;6695;-1395;740;-777
03/03/2013;13:00;67469;68900;67700;490;3911;3780;50962;941;2377;6482;-1418;742;-803
03/03/2013;14:00;62427;63400;60700;493;2620;3711;50169;991;2341;5026;-2835;741;-833
03/03/2013;15:00;58745;60100;57800;491;2559;3710;49327;1118;2086;4639;-3163;737;-2761
03/03/2013;16:00;56095;57700;55300;491;2646;3742;48755;1218;1594;4551;-2796;738;-4846
03/03/2013;17:00;55645;57000;54500;493;3503;3846;49768;1299;905;4924;-3146;743;-6693
03/03/2013;18:00;57898;60300;58400;493;3639;3815;50760;1431;219;5860;-2054;736;-7004
03/03/2013;19:00;66961;68000;66700;493;4158;4394;51420;1808;0;9357;-14;726;-5383
03/03/2013;20:00;70341;68700;67800;495;3828;4389;51423;2445;0;10412;-14;726;-3364
03/03/2013;21:00;68460;66800;66000;500;3624;4377;51387;2791;0;8901;-14;717;-3825
03/03/2013;22:00;66306;65200;64500;494;3495;4339;51210;2842;0;7168;-341;714;-3617
03/03/2013;23:00;69924;70000;69400;490;3712;4347;51169;2800;0;9568;-14;717;-2866
04/03/2013;00:00;69374;68000;68200;489;3784;4190;51316;2796;0;8145;-57;716;-2007
04/03/2013;01:00;65961;64300;64900;490;3330;3620;50473;2812;0;5286;-342;702;-411
04/03/2013;02:00;65905;65800;66100;489;3738;3056;51083;2882;0;5308;-1615;704;257
04/03/2013;03:00;64238;62800;63000;490;3381;3080;50909;2966;0;4863;-1942;705;-214
04/03/2013;04:00;62170;61000;61400;491;3549;3072;50987;2855;0;4426;-2015;706;-1903
04/03/2013;05:00;62955;62100;62700;493;3924;3177;51087;2902;0;4804;-1946;701;-2188
04/03/2013;06:00;67496;66300;67100;492;4401;3929;51422;2915;0;6169;-853;697;-1678
04/03/2013;07:00;74450;73900;74400;493;4630;5161;51409;2940;0;9308;-4;695;-184
04/03/2013;08:00;77147;76800;76400;492;4785;6132;51674;3037;103;10105;-6;693;128
04/03/2013;09:00;78383;77300;77500;493;4846;6173;52127;2812;699;10238;-4;688;307
04/03/2013;10:00;77445;76400;76100;496;4865;6180;52117;2216;1436;10003;-4;669;-533
04/03/2013;11:00;75436;75100;74000;495;4524;6290;52109;1861;1995;8965;-4;667;-1469
04/03/2013;12:00;74129;74000;72800;491;4439;5969;52030;1758;2282;7736;-41;676;-1215
04/03/2013;13:00;72570;73400;72700;492;4028;5659;51985;1675;2370;7300;-56;677;-1563
04/03/2013;14:00;69956;69500;68800;492;3561;5616;51592;1769;2308;6292;-4;680;-2353
04/03/2013;15:00;66778;65800;65200;487;3502;5566;51368;1961;2022;5221;-578;679;-3454
04/03/2013;16:00;64310;64000;63300;524;3498;4799;51222;2135;1456;5031;-804;682;-4236
04/03/2013;17:00;62924;63200;62500;492;3438;4771;50099;2290;816;5869;-866;691;-4680
04/03/2013;18:00;64056;65000;64600;493;4370;5067;50230;2643;190;6486;-4;697;-6117
04/03/2013;19:00;72371;73600;73500;491;5067;5397;50540;3303;0;10148;-4;707;-3280
04/03/2013;20:00;73047;72200;72200;492;4372;5173;50586;3863;0;10554;-4;711;-2702
04/03/2013;21:00;68831;67900;67900;491;4101;5153;50430;4270;0;7546;-4;708;-3865
04/03/2013;22:00;65123;64600;64600;492;3795;3574;50167;4310;0;6171;-811;712;-3290
04/03/2013;23:00;68146;69000;69000;492;4161;3593;50778;4123;0;7380;-3;711;-3090
05/03/2013;00:00;67181;67000;66000;493;3787;3517;51595;3931;0;6556;-32;722;-3390
05/03/2013;01:00;62930;62900;61800;483;3818;3356;50733;3972;0;5258;-2555;725;-2863
05/03/2013;02:00;62428;63600;62500;483;3702;2912;50795;3916;0;4726;-2548;720;-2280
05/03/2013;03:00;60473;60600;59200;483;3172;2926;50808;3887;0;4372;-2663;727;-3241
05/03/2013;04:00;58242;58800;57000;483;3313;2917;50672;3762;0;4099;-2981;714;-4738
05/03/2013;05:00;58442;59500;57700;482;3416;2908;51612;3705;0;4371;-3135;720;-5640
05/03/2013;06:00;62207;63400;61600;484;3936;2983;52493;3595;0;5480;-3116;714;-4363
05/03/2013;07:00;68745;70300;68000;488;4400;3635;51956;3404;0;7221;-472;709;-2598
05/03/2013;08:00;71477;72700;70400;483;4383;4254;51561;3368;46;8996;-4;710;-2323
05/03/2013;09:00;73100;73400;72500;498;4224;4320;51932;3193;289;10145;-4;706;-2205
05/03/2013;10:00;73069;72600;72800;497;4329;4368;51886;2621;564;10718;-4;708;-2620
05/03/2013;11:00;72557;71300;72200;497;4374;4333;51886;2303;801;10999;-4;704;-3337
05/03/2013;12:00;72301;71200;72100;491;3740;4348;52619;2308;959;10059;-4;707;-2928
05/03/2013;13:00;71274;70900;72500;485;3382;3887;52653;2319;1018;9627;-34;708;-2774
05/03/2013;14:00;69509;67700;69300;488;3283;3644;52824;2365;1059;9130;-45;707;-3947
05/03/2013;15:00;67197;65300;66600;489;3029;3647;52679;2484;935;7258;-4;707;-4030
05/03/2013;16:00;65123;63800;65100;488;3020;3565;52421;2481;707;6711;-4;702;-4971
05/03/2013;17:00;64094;63200;64500;486;3084;3527;52130;2514;363;6399;-6;702;-5106
05/03/2013;18:00;65191;64700;65800;490;3376;3615;52374;2545;104;7343;-6;728;-5380
05/03/2013;19:00;71507;72500;73500;490;3418;3746;52745;2671;0;11091;-6;710;-3361
05/03/2013;20:00;70862;71000;71700;484;3072;3778;52916;2806;0;10289;-4;714;-3196
05/03/2013;21:00;66310;66500;66900;485;3193;3342;52579;2822;0;8873;-6;717;-5696
05/03/2013;22:00;62566;62900;63000;484;3156;2931;52284;2745;0;7357;-408;701;-6685
05/03/2013;23:00;65208;66200;66000;484;3634;2952;52616;2506;0;8491;-5;715;-6187
06/03/2013;00:00;64149;64000;63100;485;3222;2935;52386;2345;0;7068;-15;709;-4989
06/03/2013;01:00;59809;59600;58900;485;3027;2866;52188;2268;0;5247;-2128;703;-4846
06/03/2013;02:00;59054;60200;59400;484;2939;2875;52089;2360;0;4934;-2349;701;-4980
06/03/2013;03:00;56677;57000;55700;484;2439;2883;51931;2246;0;4491;-2591;709;-5915
06/03/2013;04:00;54437;54400;53500;483;2320;2894;51381;2245;0;4385;-3187;708;-6793
06/03/2013;05:00;54457;55000;54100;485;2347;2863;51560;2171;0;4489;-3023;714;-7151
06/03/2013;06:00;58024;58100;58300;484;3022;2935;52697;2127;0;4797;-3008;710;-5742
06/03/2013;07:00;63948;64300;63800;486;3035;3511;52568;2045;0;5924;-477;706;-3851
06/03/2013;08:00;66835;66900;66400;486;3430;4025;52879;1963;20;7862;-409;703;-4128
06/03/2013;09:00;69561;69500;69600;497;3713;4328;53306;1829;175;8714;-4;688;-3687
06/03/2013;10:00;70399;70000;70500;495;3795;4277;53311;1453;370;10627;-4;691;-4619
06/03/2013;11:00;70237;69800;70700;490;3789;4360;53320;1223;576;10683;-4;694;-4897
06/03/2013;12:00;70632;70300;71200;485;3956;4323;53264;1108;719;10832;-4;698;-4751
06/03/2013;13:00;69728;70000;71300;488;3883;4172;53142;1009;751;10050;-4;715;-4482
06/03/2013;14:00;68351;67800;68600;489;3830;4183;53117;952;792;8869;-26;703;-4560
06/03/2013;15:00;66295;65000;65900;566;3721;4207;52841;877;710;7675;-36;711;-4981
06/03/2013;16:00;64344;63000;63400;608;3765;4487;52658;884;481;6455;-505;740;-5232
06/03/2013;17:00;63486;62000;61900;490;3780;4388;52547;887;314;6963;-320;748;-6315
06/03/2013;18:00;64403;63800;63700;493;3988;4683;52649;837;105;7132;-4;761;-6243
06/03/2013;19:00;70716;71500;71300;486;4685;4976;53053;875;0;10945;-4;737;-5041
06/03/2013;20:00;69906;70000;69800;487;4236;4998;53241;932;0;9262;-4;724;-3972
06/03/2013;21:00;65098;65600;65400;487;3795;4078;52642;924;0;7605;-416;733;-4752
06/03/2013;22:00;61314;61700;61400;488;3096;3389;51979;944;0;6817;-828;746;-5316
06/03/2013;23:00;63995;64800;64500;487;3313;3385;52737;826;0;7694;-81;755;-5122
07/03/2013;00:00;63181;62700;62100;486;3483;3345;52204;735;0;6898;-81;773;-4663
07/03/2013;01:00;58667;58300;57800;486;3049;3048;51286;722;0;5633;-1489;772;-4843
07/03/2013;02:00;57787;58900;57700;487;2676;3083;51515;669;0;5315;-1860;784;-4884
07/03/2013;03:00;55639;55700;54800;487;2670;3291;51196;583;0;5096;-2708;787;-5764
07/03/2013;04:00;53394;53200;52700;487;2895;3300;50209;589;0;5400;-3188;782;-7081
07/03/2013;05:00;53420;53400;53200;487;3003;3096;50460;592;0;5341;-3147;774;-7187
07/03/2013;06:00;56823;57100;56800;485;3659;3096;51668;666;0;5524;-3100;739;-5914
07/03/2013;07:00;63032;63500;62500;485;4277;3267;52465;733;0;6479;-145;730;-5259
07/03/2013;08:00;65718;66800;65400;485;4550;3659;52757;747;49;7979;-5;726;-5230
07/03/2013;09:00;67801;68300;66700;486;4668;3646;52946;829;359;9948;-4;721;-5800
07/03/2013;10:00;68232;69000;67800;486;4761;3621;53059;813;766;9924;-4;727;-5922
07/03/2013;11:00;67825;68600;67300;489;4641;3344;52945;809;1138;9536;-4;714;-5790
07/03/2013;12:00;68007;69300;67400;488;4650;2925;52915;900;1404;9747;-4;717;-5739
07/03/2013;13:00;66648;69600;67200;487;4507;2944;52031;1096;1493;8669;-4;710;-5288
07/03/2013;14:00;64972;66900;64200;490;4407;2928;51010;1078;1538;8738;-4;713;-5927
07/03/2013;15:00;63150;64100;62200;493;4451;2923;50755;1048;1195;8071;-21;716;-6484
07/03/2013;16:00;61464;61900;60500;493;4481;2873;50832;1047;802;7041;-359;726;-6474
07/03/2013;17:00;60292;60000;59000;491;4102;2912;50594;1020;402;7565;-367;716;-7146
07/03/2013;18:00;61235;62300;61500;487;4177;2927;50896;960;114;7935;-326;730;-6668
07/03/2013;19:00;67490;69500;68900;486;5082;2919;51106;1079;0;11523;-4;725;-5427
07/03/2013;20:00;67366;68100;67600;486;4618;2935;51161;1369;0;11430;-4;722;-5352
07/03/2013;21:00;62877;63600;63100;484;4099;2911;50862;1588;0;8547;-5;725;-6337
07/03/2013;22:00;59177;59900;59400;484;3848;2910;50388;1785;0;7485;-1372;726;-7079
07/03/2013;23:00;61894;63000;62500;485;3890;2877;50743;1857;0;8116;-82;725;-6718
08/03/2013;00:00;61050;61000;59900;484;3556;2855;50549;1762;0;7012;-6;751;-5915
08/03/2013;01:00;56679;56700;55400;486;2696;2829;49240;1696;0;6341;-1782;762;-5589
08/03/2013;02:00;55701;56900;55700;484;2563;2865;49680;1584;0;6125;-2657;752;-5697
08/03/2013;03:00;53526;53800;52400;484;2508;2873;47509;1680;0;6054;-3160;751;-5174
08/03/2013;04:00;51311;51500;50200;483;2478;2881;45777;2031;0;5889;-3170;756;-5816
08/03/2013;05:00;51233;51500;50800;483;2501;2862;45906;2174;0;5856;-3187;752;-6115
08/03/2013;06:00;54803;54900;54300;484;2706;2847;48617;2323;0;5992;-3174;741;-5735
08/03/2013;07:00;60783;61300;60200;484;3768;2869;50153;2376;0;7117;-554;736;-6167
08/03/2013;08:00;63424;64000;62600;485;4207;2923;50678;2340;35;8622;-419;723;-6172
08/03/2013;09:00;65645;65800;64500;492;4550;2946;51005;2219;288;10325;-4;717;-6895
08/03/2013;10:00;66550;66600;65800;491;4439;2894;51180;1957;656;11226;-4;717;-7008
08/03/2013;11:00;66198;66100;65700;490;4488;2932;51157;1869;991;11238;-4;711;-7676
08/03/2013;12:00;66655;66400;66300;490;4486;2928;51114;1950;1187;11098;-4;710;-7306
08/03/2013;13:00;66390;66100;66700;493;4326;2888;50981;1978;1365;10497;-4;726;-6863
08/03/2013;14:00;64548;63600;63700;492;4103;2899;50715;1988;1419;9056;-4;718;-6841
08/03/2013;15:00;62247;61100;61100;492;3780;3068;50276;1973;1185;7568;-377;723;-6444
08/03/2013;16:00;60156;59400;59400;499;3245;3025;50361;1932;926;7476;-1378;728;-6660
08/03/2013;17:00;58991;57200;57200;498;3064;3025;50365;2142;562;7452;-1439;723;-7403
08/03/2013;18:00;59902;59400;58800;493;3116;3044;50327;1963;177;7742;-379;730;-7313
08/03/2013;19:00;64957;66800;65100;494;3756;2875;50940;1972;1;10095;-55;736;-5858
08/03/2013;20:00;65240;65500;64000;488;3451;2893;50985;2026;0;10350;-3;724;-5674
08/03/2013;21:00;61239;61000;59800;493;3026;2865;50094;2222;0;9091;-330;726;-6949
08/03/2013;22:00;58269;58200;57300;494;2466;2872;49405;2225;0;8192;-328;737;-7794
08/03/2013;23:00;61756;61300;60700;482;2725;2862;50176;2327;0;9243;-6;753;-6807
09/03/2013;00:00;60627;59000;58900;482;2459;2934;49404;2138;0;8185;-6;753;-5724
09/03/2013;01:00;55970;54200;54800;484;1578;2911;50244;1948;0;7221;-2542;739;-6615
09/03/2013;02:00;55021;53700;54500;486;1063;2901;49660;1638;0;6953;-2553;746;-5876
09/03/2013;03:00;52291;50500;51100;494;1060;2789;48409;1478;0;6726;-3339;740;-6066
09/03/2013;04:00;49831;48100;48800;497;748;2771;46325;1274;0;6713;-2593;718;-6622
09/03/2013;05:00;49108;47300;48000;496;755;2784;46652;973;0;6801;-2830;720;-7245
09/03/2013;06:00;50461;48900;49600;495;871;2819;47145;758;0;6615;-2820;719;-6143
09/03/2013;07:00;52337;50600;51600;494;1053;2740;47771;721;0;6805;-1966;713;-5996
09/03/2013;08:00;53573;52100;53200;494;1242;2771;47542;748;72;7050;-1620;709;-5440
09/03/2013;09:00;56552;55500;55700;496;1397;2860;47728;609;366;7988;-15;711;-5590
09/03/2013;10:00;58281;57400;57100;495;1454;2894;47599;574;729;9603;-13;718;-5775
09/03/2013;11:00;57954;57100;56800;494;1505;2787;47436;620;1167;9015;-4;716;-5784
09/03/2013;12:00;58135;58200;57500;494;1604;2820;47388;665;1616;8962;-4;717;-6130
09/03/2013;13:00;58789;59700;58700;496;1679;2780;47597;829;1862;8655;-6;723;-5829
09/03/2013;14:00;55094;55600;53900;497;1491;2684;46757;879;1877;6870;-462;717;-6217
09/03/2013;15:00;52708;53100;51600;496;1147;2661;46917;898;1546;6756;-1786;729;-6660
09/03/2013;16:00;50563;50700;49400;497;1140;2677;47060;833;1286;6780;-3285;729;-7157
09/03/2013;17:00;49786;49600;48500;496;1139;2668;47199;679;800;6984;-2793;727;-8116
09/03/2013;18:00;51015;52000;50900;497;1603;2768;47046;504;249;7412;-1165;731;-8633
09/03/2013;19:00;56844;58300;57200;496;1901;2791;47965;455;2;9764;-32;728;-7227
09/03/2013;20:00;59029;59100;58100;497;1831;2811;48140;471;0;11324;-55;729;-6720
09/03/2013;21:00;56243;56100;55300;495;1648;2830;48359;455;0;8679;-281;733;-6676
09/03/2013;22:00;54108;53900;53200;496;1739;2825;48130;466;0;7909;-1108;737;-7088
09/03/2013;23:00;58211;58500;58000;495;1823;2741;48516;433;0;9981;-6;734;-6508
10/03/2013;00:00;58282;57800;57200;496;1753;2784;48494;381;0;9564;-4;727;-5915
10/03/2013;01:00;54381;54000;53600;496;1440;2792;46883;313;0;7434;-15;731;-5695
10/03/2013;02:00;53702;54100;53600;496;1376;2793;46710;332;0;6563;-256;723;-5037
10/03/2013;03:00;51223;50800;50200;496;1375;2761;45567;398;0;6175;-679;730;-5599
10/03/2013;04:00;48773;48400;48000;495;1087;2772;45088;463;0;6131;-2296;725;-5693
10/03/2013;05:00;47824;47400;46900;495;1084;2790;45377;491;0;6101;-3313;725;-5927
10/03/2013;06:00;48451;47900;47600;494;1162;2775;46268;489;0;6083;-3304;725;-6241
10/03/2013;07:00;48957;48200;48000;495;1125;2776;46130;510;0;6095;-2612;722;-6286
10/03/2013;08:00;49272;48200;48500;495;1065;2822;46326;560;145;6319;-2846;721;-6337
10/03/2013;09:00;52017;50700;51000;496;1118;2728;46946;578;594;6457;-1577;716;-6042
10/03/2013;10:00;54090;52700;52700;496;1120;2783;48134;527;1094;6775;-1109;716;-6448
10/03/2013;11:00;55053;53900;53900;493;1094;2763;48083;531;1365;6926;-15;715;-6903
10/03/2013;12:00;56275;55300;56000;493;1111;2769;48514;592;1713;7121;-17;714;-6738
10/03/2013;13:00;57462;56800;57600;495;1083;2771;48337;699;1785;7866;-162;722;-6135
10/03/2013;14:00;53746;51900;52900;496;1009;2711;47831;777;1547;6504;-1125;723;-6730
10/03/2013;15:00;51273;49500;50500;496;1076;2746;46933;971;1277;6383;-2150;716;-7178
